path	filename	title	authors	year	file_size_bytes
/Users/bustin/Downloads/petase/drive_petase/docking/bindflow.pdf	bindflow.pdf	BindFlow: a free, user-friendly pipeline for absolute binding free energy calculations using free energy perturbation or MM(PB/GB)SA	"(
    ""LaTeX with hyperref""
)"	2025-10-12 17:57:50 +0000	2000839
/Users/bustin/Downloads/petase/drive_petase/docking/boltz2.pdf	boltz2.pdf		"(
    ""LaTeX with hyperref""
)"	2025-06-14 20:30:42 +0000	7603616
/Users/bustin/Downloads/petase/drive_petase/docking/chroma_generatebiomed.pdf	chroma_generatebiomed.pdf	Illuminating protein space with a programmable generative model	"(
    Springer
)"	2025-06-17 18:49:44 +0000	8449404
/Users/bustin/Downloads/petase/drive_petase/docking/cofolding.pdf	cofolding.pdf		"(
    Elsevier
)"	2025-07-03 11:59:42 +0000	1995447
/Users/bustin/Downloads/petase/drive_petase/docking/cofolding_docking.pdf	cofolding_docking.pdf	Co-folding, the future of docking – prediction of allosteric and orthosteric ligands	"(
    Elsevier
)"	2025-10-12 17:57:26 +0000	9512938
/Users/bustin/Downloads/petase/drive_petase/docking/diffdock.pdf	diffdock.pdf		"(
    ""LaTeX with hyperref""
)"	2025-06-20 16:27:06 +0000	6072598
/Users/bustin/Downloads/petase/drive_petase/docking/enzyms.pdf	enzyms.pdf	CHECAT101445_grabs 1..1	"(
    ""PTC Arbortext Layout Developer 12.2.6665/W-x64""
)"	2025-10-12 17:57:42 +0000	9233931
/Users/bustin/Downloads/petase/drive_petase/docking/fewshot_2020.pdf	fewshot_2020.pdf		"(
    ""LaTeX with hyperref""
)"	2025-06-15 14:53:16 +0000	1283694
/Users/bustin/Downloads/petase/drive_petase/docking/flowdock_2022.pdf	flowdock_2022.pdf			2025-04-07 18:19:08 +0000	11972353
/Users/bustin/Downloads/petase/drive_petase/docking/gen3Dmoleculespockets_LLM(2024).pdf	gen3Dmoleculespockets_LLM(2024).pdf	Generation of 3D molecules in pockets via a language model	"(
    Springer
)"	2025-06-22 17:32:08 +0000	3062564
/Users/bustin/Downloads/petase/drive_petase/docking/hcnn_proteinmicroenvironment.pdf	hcnn_proteinmicroenvironment.pdf	Learning the shape of protein microenvironments with a holographic convolutional neural network	"(
    ""LaTeX with hyperref package""
)"	2025-11-24 21:12:30 +0000	30498746
/Users/bustin/Downloads/petase/drive_petase/docking/proteinlig_cofolding_beyondmemorization.pdf	proteinlig_cofolding_beyondmemorization.pdf	Have protein-ligand co-folding methods moved beyond memorisation?	"(
    ""LaTeX with hyperref""
)"	2025-06-20 16:30:08 +0000	33965538
/Users/bustin/Downloads/petase/drive_petase/docking/swissdock.pdf	swissdock.pdf	SwissDock 2024: major enhancements for small-molecule docking with Attracting Cavities and AutoDock Vina	"(
    OUP
)"	2025-06-20 16:27:16 +0000	1260615
/Users/bustin/Downloads/petase/drive_petase/docking/umol_structpredic.pdf	umol_structpredic.pdf	Structure prediction of protein-ligand complexes from sequence information with Umol	"(
    Springer
)"	2025-06-20 16:29:20 +0000	5592188
/Users/bustin/Downloads/petase/drive_petase/drugclip_2026.pdf	drugclip_2026.pdf	Deep contrastive learning enables genome-wide virtual screening	"(
    ""Adobe InDesign 19.5 (Windows)""
)"	2026-01-12 04:40:12 +0000	2628340
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/10scoring functions protein-ligand affinity.pdf	10scoring functions protein-ligand affinity.pdf	fbinf-2022-885983 1..30	"(
    ""Arbortext Advanced Print Publisher 9.1.510/W Unicode""
)"	2025-11-24 23:42:54 +0000	1272096
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/1learning_proteinlanguagecell.pdf	1learning_proteinlanguagecell.pdf	Learning the protein language: Evolution, structure, and function	"(
    Elsevier
)"	2025-11-24 23:39:08 +0000	3550176
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/2Learning_functional_properties.pdf	2Learning_functional_properties.pdf	Learning functional properties of proteins with language models	"(
    Springer
)"	2025-11-24 23:38:36 +0000	2116335
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/3comprehensive_rev_pLLM.pdf	3comprehensive_rev_pLLM.pdf		"(
    ""LaTeX with hyperref""
)"	2025-11-24 23:39:50 +0000	6565806
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/4LLM_biologicalreserach_primer.pdf	4LLM_biologicalreserach_primer.pdf	Language models for biological research: a primer	"(
    Springer
)"	2025-11-24 23:41:34 +0000	1407949
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/5LLM_proteindesignprimer.pdf	5LLM_proteindesignprimer.pdf	Designing proteins with language models	"(
    Springer
)"	2025-11-24 23:42:00 +0000	1225275
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/6ML_guide_biologists(2021).pdf	6ML_guide_biologists(2021).pdf	A guide to machine learning for biologists	"(
    Springer
)"	2025-11-24 23:41:44 +0000	1901617
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/7reviewprotllm.pdf	7reviewprotllm.pdf		"(
    ""Arbortext Advanced Print Publisher 9.1.510/W Unicode""
)"	2025-11-24 23:42:42 +0000	1701199
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/8deep learning protein structure.pdf	8deep learning protein structure.pdf	From sequence to function through structure: Deep learning for protein design	"(
    Elsevier
)"	2025-11-24 23:43:34 +0000	2296833
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/9arxiv review 2024.pdf	9arxiv review 2024.pdf		"(
    ""LaTeX with hyperref""
)"	2025-11-24 23:43:58 +0000	1817083
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/CLEAN.pdf	CLEAN.pdf	Enzyme function prediction using contrastive learning	"(
    ""Arbortext Advanced Print Publisher 9.1.440/W Unicode""
)"	2025-11-18 02:31:50 +0000	1213231
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/DEEPre.pdf	DEEPre.pdf	OP-CBIO170679 760..769	"(
    ""Arbortext Advanced Print Publisher 9.0.114/W""
)"	2024-09-24 15:20:16 +0000	497374
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/DL_biosciences_progresschallenges(2022).pdf	DL_biosciences_progresschallenges(2022).pdf	Current progress and open challenges for applying deep learning across the biosciences	"(
    Springer
)"	2025-06-22 17:31:36 +0000	1137135
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/ECPICK.pdf	ECPICK.pdf	Evidential deep learning for trustworthy prediction of enzyme commission number	"(
    ""LaTeX with hyperref package""
)"	2025-06-14 20:28:38 +0000	2778688
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/ECPred.pdf	ECPred.pdf	ECPred: a tool for the prediction of the enzymatic functions of protein sequences based on the EC nomenclature	"(
    ""Arbortext Advanced Print Publisher 9.1.440/W Unicode""
)"	2024-09-24 15:24:20 +0000	1226086
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/Enzbert.pdf	Enzbert.pdf	OP-CBIO230670 1..10	"(
    ""Arbortext Advanced Print Publisher 9.0.114/W""
)"	2025-11-18 02:31:44 +0000	3672595
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/LLM_bioinformatics.pdf	LLM_bioinformatics.pdf	Large language models and their applications in bioinformatics	"(
    Elsevier
)"	2025-06-14 20:36:56 +0000	979882
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/LLM_enzyme_bindingsites.pdf	LLM_enzyme_bindingsites.pdf	Language models can identify enzymatic binding sites in protein sequences	"(
    Elsevier
)"	2025-06-14 20:28:12 +0000	3909232
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/ML_DL_synbio(2024).pdf	ML_DL_synbio(2024).pdf	Machine Learning and Deep Learning in Synthetic Biology: Key Architectures, Applications, and Challenges	"(
    ""Arbortext Publishing Engine""
)"	2025-06-22 17:31:24 +0000	7752942
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/ML_complex_biology(2019).pdf	ML_complex_biology(2019).pdf	Machine learning and complex biological data	"(
    ""Arbortext Advanced Print Publisher 9.1.440/W Unicode""
)"	2025-06-22 17:31:04 +0000	532843
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/ML_enzymesubstrate_elucidatepathway_mdpi.pdf	ML_enzymesubstrate_elucidatepathway_mdpi.pdf	Machine Learning to Predict Enzyme–Substrate Interactions in Elucidation of Synthesis Pathways: A Review	"(
    ""LaTeX with hyperref""
)"	2025-06-14 20:27:56 +0000	2017894
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/PLMSearch.pdf	PLMSearch.pdf	PLMSearch: Protein language model powers accurate and fast sequence search for remote homology	"(
    Springer
)"	2025-11-18 02:31:56 +0000	2140653
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/af2_review.pdf	af2_review.pdf	AlphaFold2 and its applications in the fields of biology and medicine	"(
    Springer
)"	2025-06-14 20:31:42 +0000	2023782
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/af3.pdf	af3.pdf	Accurate structure prediction of biomolecular interactions with AlphaFold 3	"(
    Springer
)"	2025-06-14 20:31:40 +0000	8602339
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/comp_scoring_enzymes_2024.pdf	comp_scoring_enzymes_2024.pdf	Computational scoring and experimental evaluation of enzymes generated by neural networks	"(
    Springer
)"	2025-04-29 23:01:20 +0000	5055890
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/deepEC peer review file.pdf	deepEC peer review file.pdf	Combine_519.pdf	"(
    ""Power PDF Create""
)"	2024-06-14 18:09:44 +0000	241274
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/deepectransformer.pdf	deepectransformer.pdf	Functional annotation of enzyme-encoding genes using deep learning with transformer layers	"(
    Springer
)"	2024-02-28 12:53:22 +0000	1499391
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/evcouplings.pdf	evcouplings.pdf	OP-CBIO180901 1582..1584	"(
    ""Arbortext Advanced Print Publisher 9.0.114/W""
)"	2025-09-27 23:52:14 +0000	1494211
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/evolvepro_2025.pdf	evolvepro_2025.pdf	Rapid in silico directed evolution by a protein language model with EVOLVEpro	"(
    ""Arbortext Advanced Print Publisher 9.1.440/W Unicode""
)"	2025-11-23 23:41:02 +0000	3686268
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/multimodalMAPred_autoreg.pdf	multimodalMAPred_autoreg.pdf		"(
    ""LaTeX with hyperref""
)"	2025-11-18 02:31:06 +0000	4805627
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/multimodalProteinF3S.pdf	multimodalProteinF3S.pdf	ProteinF3S: boosting enzyme function prediction by fusing protein sequence, structure, and surface	"(
    ""LaTeX with hyperref package""
)"	2025-11-18 02:30:56 +0000	1287045
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/multimodal_CLEAN_CONTACT.pdf	multimodal_CLEAN_CONTACT.pdf	Improved enzyme functional annotation prediction using contrastive learning with structural inference	"(
    Springer
)"	2025-11-18 02:28:40 +0000	2318795
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/pLLM_funcpred.pdf	pLLM_funcpred.pdf		"(
    ""Arbortext Advanced Print Publisher 9.1.510/W Unicode""
)"	2025-06-14 20:23:20 +0000	2611975
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/pLLM_learn_interactmotifs.pdf	pLLM_learn_interactmotifs.pdf	Protein language models learn evolutionary statistics of interacting sequence motifs	"(
    ""LaTeX with hyperref package""
)"	2025-06-14 20:24:38 +0000	19131524
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/predict small substrate 2023.pdf	predict small substrate 2023.pdf	A general model to predict small molecule substrates of enzymes based on machine and deep learning	"(
    Springer
)"	2024-02-28 15:59:08 +0000	1377078
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/prediction transfer learning .pdf	prediction transfer learning .pdf		"(
    ""Adobe InDesign 15.1 (Windows)""
)"	2025-04-08 15:36:20 +0000	1434376
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/prollama.pdf	prollama.pdf	ProLLaMA: A Protein Large Language Model for  Multi-Task Protein Language Processing	"(
    ""LaTeX with hyperref""
)"	2024-09-24 15:11:40 +0000	893353
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/proteinfer.pdf	proteinfer.pdf		"(
    ""Adobe InDesign CC 14.0 (Windows)""
)"	2024-09-24 15:21:18 +0000	2555247
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/proteome_landscape_kingdoms_2020.pdf	proteome_landscape_kingdoms_2020.pdf	The proteome landscape of the kingdoms of life	"(
    Springer
)"	2025-04-07 18:00:46 +0000	12450401
/Users/bustin/Downloads/petase/drive_petase/enzymefunction/reactzyme.pdf	reactzyme.pdf		"(
    ""LaTeX with hyperref""
)"	2025-06-14 20:28:26 +0000	2607176
/Users/bustin/Downloads/petase/drive_petase/ldbt_rapidcellfreetesting.pdf	ldbt_rapidcellfreetesting.pdf	LDBT instead of DBTL: combining machine learning and rapid cell-free testing	"(
    Springer
)"	2025-11-24 21:12:24 +0000	1498343
/Users/bustin/Downloads/petase/drive_petase/protein_generation/AIzymes_2025.pdf	AIzymes_2025.pdf	AI.zymes – A modular platform for evolutionary enzyme design		2025-04-07 18:01:04 +0000	1855521
/Users/bustin/Downloads/petase/drive_petase/protein_generation/Progen.pdf	Progen.pdf	Large language models generate functional protein sequences across diverse families	"(
    Springer
)"	2025-06-14 20:22:02 +0000	3898488
/Users/bustin/Downloads/petase/drive_petase/protein_generation/denovo_protein_design_2024.pdf	denovo_protein_design_2024.pdf	De novo protein design-From new structures to programmable functions	"(
    Elsevier
)"	2025-04-07 18:19:30 +0000	4187346
/Users/bustin/Downloads/petase/drive_petase/protein_generation/folding_diff.pdf	folding_diff.pdf	Protein structure generation via folding diffusion	"(
    Springer
)"	2025-06-14 20:32:30 +0000	3436019
/Users/bustin/Downloads/petase/drive_petase/protein_generation/proteingenerator.pdf	proteingenerator.pdf	Multistate and functional protein design using RoseTTAFold sequence space diffusion	"(
    Springer
)"	2025-06-14 20:33:58 +0000	4176841
/Users/bustin/Downloads/petase/drive_petase/protein_generation/rf_diff.pdf	rf_diff.pdf	De novo design of protein structure and function with RFdiffusion	"(
    Springer
)"	2025-06-14 20:32:44 +0000	36408927
/Users/bustin/Downloads/petase/drive_petase/protein_generation/rosettafold.pdf	rosettafold.pdf	Accurate prediction of protein structures and interactions using a three-track neural network	"(
    ""Arbortext Advanced Print Publisher 9.1.440/W Unicode""
)"	2025-06-14 20:33:28 +0000	1643785
/Users/bustin/Downloads/petase/drive_petase/tools/NetSolP.pdf	NetSolP.pdf	OP-CBIO210814 941..946	"(
    ""Arbortext Advanced Print Publisher 9.0.114/W""
)"	2025-09-28 22:05:36 +0000	2881694
/Users/bustin/Downloads/petase/drive_petase/tools/ProCeSa.pdf	ProCeSa.pdf	ProCeSa: Contrast-Enhanced Structure-Aware Network for Thermostability Prediction with Protein Language Models	"(
    ""Arbortext Publishing Engine""
)"	2025-09-28 22:05:28 +0000	3675310
/Users/bustin/Downloads/petase/drive_petase/tools/Protsolm.pdf	Protsolm.pdf			2025-09-28 22:05:32 +0000	2375253
/Users/bustin/Downloads/petase/drive_petase/tools/ddgemb.pdf	ddgemb.pdf			2025-09-28 21:56:38 +0000	1338903
/Users/bustin/Downloads/petase/drive_petase/tools/deepddg.pdf	deepddg.pdf	DeepDDG: Predicting the Stability Change of Protein Point Mutations Using Neural Networks	"(
    ""PTC Arbortext Advanced Print Publisher 11.1.4300/W Library-x64""
)"	2025-11-21 06:03:38 +0000	881565
/Users/bustin/Downloads/petase/drive_petase/tools/esmtherm.pdf	esmtherm.pdf	Protein stability prediction by fine-tuning a protein language model on a mega-scale dataset	"(
    ""PTC Arbortext Layout Developer 12.1.6180/W-x64""
)"	2025-09-28 22:04:10 +0000	1065189
/Users/bustin/Downloads/petase/drive_petase/tools/gatsol.pdf	gatsol.pdf			2025-09-28 21:57:08 +0000	2251471
/Users/bustin/Downloads/petase/drive_petase/tools/instructplmu_esm3vs2.pdf	instructplmu_esm3vs2.pdf			2025-11-18 12:58:00 +0000	1890520
/Users/bustin/Downloads/petase/drive_petase/tools/multimodal_zeroshot_mutationeffect2024.pdf	multimodal_zeroshot_mutationeffect2024.pdf	Zero-shot prediction of mutation effects with multimodal deep representation learning guides protein engineering	"(
    Springer
)"	2025-11-18 02:29:24 +0000	5462447
/Users/bustin/Downloads/petase/drive_petase/tools/multimodalproteinGPT.pdf	multimodalproteinGPT.pdf		"(
    ""LaTeX with hyperref""
)"	2025-11-18 02:29:46 +0000	1805735
/Users/bustin/Downloads/petase/drive_petase/tools/mutcompute.pdf	mutcompute.pdf			2025-11-24 21:12:04 +0000	2178294
/Users/bustin/Downloads/petase/drive_petase/tools/plmSol.pdf	plmSol.pdf	PLM_Sol: predicting protein solubility by benchmarking multiple protein language models with the updated Escherichia coli protein solubility dataset	"(
    ""LaTeX with hyperref package""
)"	2025-09-28 22:05:40 +0000	1728069
/Users/bustin/Downloads/petase/drive_petase/tools/progSol.pdf	progSol.pdf	ProG-SOL: Predicting Protein Solubility Using Protein Embeddings and Dual-Graph Convolutional Networks	"(
    ""Arbortext Publishing Engine""
)"	2025-09-28 22:05:48 +0000	4085986
/Users/bustin/Downloads/petase/drive_petase/tools/prostab.pdf	prostab.pdf	ProStab: Prediction of protein stability change upon mutations by protein language and inverse folding models		2025-09-28 21:57:12 +0000	8365740
/Users/bustin/Downloads/petase/drive_petase/tools/prostage.pdf	prostage.pdf			2025-09-28 22:04:24 +0000	4085701
/Users/bustin/Downloads/petase/drive_petase/tools/prothermdb.pdf	prothermdb.pdf			2025-09-28 22:04:54 +0000	1186755
/Users/bustin/Downloads/petase/drive_petase/tools/solubility_prediction_review2025.pdf	solubility_prediction_review2025.pdf		"(
    ""Adobe InDesign 20.0 (Windows)""
)"	2025-10-19 08:52:36 +0000	553117
/Users/bustin/Downloads/petase/drive_petase/tools/temberture.pdf	temberture.pdf	TemBERTure SI		2025-09-28 21:57:02 +0000	4109060
/Users/bustin/Downloads/petase/drive_petase/tools/thlpm.pdf	thlpm.pdf			2025-09-28 22:04:00 +0000	5009771
/Users/bustin/Downloads/petase/drive_petase/tools/zeroshot_proteinstability2024.pdf	zeroshot_proteinstability2024.pdf	Zero-shot protein stability prediction by inverse folding models: a free energy interpretation	"(
    ""arXiv GenPDF (tex2pdf:e76afa9)""
)"	2025-11-17 21:54:18 +0000	1347205
/Users/bustin/Downloads/petase/drive_petase/tools/zeroshot_rosettafold2023.pdf	zeroshot_rosettafold2023.pdf			2025-11-17 21:55:18 +0000	713580
/Users/bustin/Downloads/petase/erickson_nature_2022.pdf	erickson_nature_2022.pdf	Sourcing thermotolerant poly(ethylene terephthalate) hydrolase scaffolds from natural diversity	"(
    Springer
)"	2025-10-12 18:13:02 +0000	2412772
/Users/bustin/Downloads/petase/erickson_supp.pdf	erickson_supp.pdf	Microsoft Word - Supplementary_Information_Proofed.docx	"(
    Word
)"	2026-01-06 01:20:30 +0000	11449183
/Users/bustin/Downloads/petase/garcia_fastpetase_2023.pdf	garcia_fastpetase_2023.pdf	Insights into the Enhancement of the Poly(ethylene terephthalate) Degradation by FAST-PETase from Computational Modeling	"(
    ""Arbortext Publishing Engine""
)"	2025-10-12 18:12:32 +0000	8709465
/Users/bustin/Downloads/petase/han_mechanism_2017.pdf	han_mechanism_2017.pdf	Structural insight into catalytic mechanism of PET hydrolase	"(
    Springer
)"	2025-10-12 18:12:50 +0000	1099671
/Users/bustin/Downloads/petase/hong_nature_eng_2023.pdf	hong_nature_eng_2023.pdf	Discovery and rational engineering of PET hydrolase with both mesophilic and thermophilic PET hydrolase properties	"(
    Springer
)"	2025-10-12 18:12:54 +0000	2499600
/Users/bustin/Downloads/petase/jan3_morePETase/1-s2.0-S0006349524006283-main.pdf	1-s2.0-S0006349524006283-main.pdf	Measuring PETase enzyme kinetics by single-molecule microscopy	"(
    Elsevier
)"	2026-01-03 13:04:56 +0000	2593259
/Users/bustin/Downloads/petase/jan3_morePETase/1-s2.0-S0304389423019155-main.pdf	1-s2.0-S0304389423019155-main.pdf	Biodegradation of poly(ethylene terephthalate) through PETase surface-display: From function to structure	"(
    Elsevier
)"	2026-01-03 13:01:54 +0000	7604316
/Users/bustin/Downloads/petase/jan3_morePETase/1-s2.0-S2405805X25001632-main.pdf	1-s2.0-S2405805X25001632-main.pdf	Synergistic engineering PETase reveals loop-region mutations for enhanced catalytic activity and thermal stability	"(
    Elsevier
)"	2026-01-03 13:03:37 +0000	10785032
/Users/bustin/Downloads/petase/jan3_morePETase/Almeidaetal.2019b.pdf	Almeidaetal.2019b.pdf	In silico Screening and Heterologous Expression of a Polyethylene Terephthalate Hydrolase (PETase)-Like Enzyme (SM14est) With Polycaprolactone (PCL)-Degrading Activity, From the Marine Sponge-Derived Strain Streptomyces sp. SM14	"(
    ""LaTeX with hyperref package""
)"	2026-01-03 13:00:23 +0000	9745259
/Users/bustin/Downloads/petase/jan3_morePETase/Biotech   Bioengineering - 2023 - Sana - Thermostability enhancement of polyethylene terephthalate degrading PETase using.pdf	Biotech   Bioengineering - 2023 - Sana - Thermostability enhancement of polyethylene terephthalate degrading PETase using.pdf	Thermostability enhancement of polyethylene terephthalate degrading PETase using self‐ and nonself‐ligating protein scaffolding approaches	"(
    ""John Wiley & Sons""
)"	2026-01-03 13:02:07 +0000	1825757
/Users/bustin/Downloads/petase/jan3_morePETase/Biotechnology Journal - 2024 - Orr - Streamlined screening of extracellularly expressed PETase libraries for improved.pdf	Biotechnology Journal - 2024 - Orr - Streamlined screening of extracellularly expressed PETase libraries for improved.pdf	Streamlined screening of extracellularly expressed PETase libraries for improved polyethylene terephthalate degradation	"(
    ""LaTeX with hyperref package""
)"	2026-01-03 13:04:17 +0000	574112
/Users/bustin/Downloads/petase/jan3_morePETase/PIIS0021925824001595.pdf	PIIS0021925824001595.pdf	Analysis of Poly(ethylene terephthalate) degradation kinetics of evolved IsPETase variants using a surface crowding model	"(
    Elsevier
)"	2026-01-03 13:04:00 +0000	2718756
/Users/bustin/Downloads/petase/jan3_morePETase/The FEBS Journal - 2018 - Chen - Structural studies reveal the molecular mechanism of PETase.pdf	The FEBS Journal - 2018 - Chen - Structural studies reveal the molecular mechanism of PETase.pdf	Structural studies reveal the molecular mechanism of PETase	"(
    ""Arbortext Advanced Print Publisher 9.1.531/W Unicode""
)"	2026-01-03 13:05:16 +0000	593440
/Users/bustin/Downloads/petase/jan3_morePETase/The FEBS Journal - 2025 - Bhattacharya - Development of a highly active engineered PETase enzyme for polyester degradation.pdf	The FEBS Journal - 2025 - Bhattacharya - Development of a highly active engineered PETase enzyme for polyester degradation.pdf	Development of a highly active engineered PETase enzyme for polyester degradation	"(
    ""Arbortext Advanced Print Publisher 9.1.531/W Unicode""
)"	2026-01-03 13:05:24 +0000	1098298
/Users/bustin/Downloads/petase/jan3_morePETase/assessment-of-four-engineered-pet-degrading-enzymes-considering-large-scale-industrial-applications.pdf	assessment-of-four-engineered-pet-degrading-enzymes-considering-large-scale-industrial-applications.pdf	Assessment of Four Engineered PET Degrading Enzymes Considering Large-Scale Industrial Applications	"(
    ""Arbortext Publishing Engine""
)"	2026-01-03 13:01:59 +0000	6068892
/Users/bustin/Downloads/petase/jan3_morePETase/austin-et-al-2018-characterization-and-engineering-of-a-plastic-degrading-aromatic-polyesterase.pdf	austin-et-al-2018-characterization-and-engineering-of-a-plastic-degrading-aromatic-polyesterase.pdf	Characterization and engineering of a plastic-degrading aromatic polyesterase	"(
    ""Arbortext Advanced Print Publisher 9.1.510/W Unicode""
)"	2026-01-03 13:04:33 +0000	1626874
/Users/bustin/Downloads/petase/jan3_morePETase/biomolecules-15-00888.pdf	biomolecules-15-00888.pdf	Improving the Catalytic Activity and Thermostability of FAST-PETase with a Multifunctional Short Peptide	"(
    ""LaTeX with hyperref""
)"	2026-01-03 13:04:23 +0000	1256955
/Users/bustin/Downloads/petase/jan3_morePETase/catalysts-11-00206-v2.pdf	catalysts-11-00206-v2.pdf	The Current State of Research on PET Hydrolyzing Enzymes Available for Biorecycling	"(
    ""LaTeX with hyperref""
)"	2026-01-03 13:05:11 +0000	862924
/Users/bustin/Downloads/petase/jan3_morePETase/conformational-selection-in-biocatalytic-plastic-degradation-by-petase.pdf	conformational-selection-in-biocatalytic-plastic-degradation-by-petase.pdf	Conformational Selection in Biocatalytic Plastic Degradation by PETase	"(
    ""Arbortext Advanced Print Publisher 11.2.5208/W Library-x64""
)"	2026-01-03 13:00:35 +0000	13826396
/Users/bustin/Downloads/petase/jan3_morePETase/erickson2021.pdf	erickson2021.pdf	Comparative Performance of PETase as a Function of Reaction Conditions, Substrate Properties, and Product Accumulation	"(
    ""ima-server\U00ae""
)"	2026-01-03 13:03:02 +0000	1958767
/Users/bustin/Downloads/petase/jan3_morePETase/fbioe-09-771133.pdf	fbioe-09-771133.pdf	fbioe-2021-771133 1..15	"(
    ""Arbortext Advanced Print Publisher 9.1.510/W Unicode""
)"	2026-01-03 13:02:11 +0000	1193460
/Users/bustin/Downloads/petase/jan3_morePETase/functional-and-structural-characterization-of-petase-sm14-from-marine-sponge-streptomyces-sp-active-on-polyethylene.pdf	functional-and-structural-characterization-of-petase-sm14-from-marine-sponge-streptomyces-sp-active-on-polyethylene.pdf	Functional and Structural Characterization of PETase SM14 from Marine-Sponge Streptomyces sp. Active on Polyethylene Terephthalate	"(
    ""Arbortext Publishing Engine""
)"	2026-01-03 13:05:05 +0000	7088163
/Users/bustin/Downloads/petase/jan3_morePETase/gzae009.pdf	gzae009.pdf	Improving plastic degrading enzymes via directed evolution	"(
    ""LaTeX with hyperref package""
)"	2026-01-03 13:04:50 +0000	1610054
/Users/bustin/Downloads/petase/jan3_morePETase/joo_2018.pdf	joo_2018.pdf	Structural insight into molecular mechanism of poly(ethylene terephthalate) degradation	"(
    Springer
)"	2026-01-04 18:32:23 +0000	5749067
/Users/bustin/Downloads/petase/jan3_morePETase/molecules-29-01338.pdf	molecules-29-01338.pdf	Molecular Insights into the Enhanced Activity and/or Thermostability of PET Hydrolase by D186 Mutations	"(
    ""LaTeX with hyperref""
)"	2026-01-03 13:05:31 +0000	4855195
/Users/bustin/Downloads/petase/jan3_morePETase/ollis_update_2009.pdf	ollis_update_2009.pdf	untitled		2026-01-04 15:29:48 +0000	671527
/Users/bustin/Downloads/petase/jan3_morePETase/s41467-023-37374-3.pdf	s41467-023-37374-3.pdf	Complete bio-degradation of poly(butylene adipate-co-terephthalate) via engineered cutinases	"(
    Springer
)"	2026-01-03 13:04:10 +0000	1559871
/Users/bustin/Downloads/petase/jan3_morePETase/s41598-020-79031-5.pdf	s41598-020-79031-5.pdf	An absorbance method for analysis of enzymatic degradation kinetics of poly(ethylene terephthalate) films	"(
    Springer
)"	2026-01-03 13:00:30 +0000	2952182
/Users/bustin/Downloads/petase/jan3_morePETase/s41598-024-84177-7.pdf	s41598-024-84177-7.pdf		"(
    ""Adobe InDesign 18.0 (Windows)""
)"	2026-01-03 13:04:03 +0000	1939670
/Users/bustin/Downloads/petase/jan3_morePETase/s41598-024-84718-0.pdf	s41598-024-84718-0.pdf		"(
    ""Adobe InDesign 18.3 (Windows)""
)"	2026-01-03 13:04:07 +0000	7065110
/Users/bustin/Downloads/petase/jan3_morePETase/s42003-023-04413-0.pdf	s42003-023-04413-0.pdf	Improving the activity and thermostability of PETase from Ideonella sakaiensis through modulating its post-translational glycan modification	"(
    Springer
)"	2026-01-03 13:05:57 +0000	1449546
/Users/bustin/Downloads/petase/jan3_morePETase/s42452-025-07764-x.pdf	s42452-025-07764-x.pdf		"(
    ""Adobe InDesign 18.3 (Windows)""
)"	2026-01-03 13:04:37 +0000	3462472
